experiment,condition_type,participantid,sensationseeking,bored,enjoysamemovies_reverseCoded,practice_hits,control_hits,total,practice_minus_control,practice_plus_control,DR_score,DR_score_%,,
1,NA,1,3.5,4,3,14,6,20,8,20,160,0.278,,
1,NA,2,2.5,3,2,12,3,15,9,15,135,0.234,,
1,NA,3,4,3,5,15,10,26,5,25,125,0.217,,
1,NA,4,3.5,5,2,18,14,32,4,32,128,0.222,,
1,NA,5,2,3,1,10,1,12,9,11,99,0.172,,
1,NA,6,2.5,2,3,13,8,21,5,21,105,0.182,,
1,NA,7,3.5,4,3,13,9,22,4,22,88,0.153,,
1,NA,8,1,1,1,12,8,21,4,20,80,0.139,,
1,NA,9,4,5,3,12,8,20,4,20,80,0.139,,
1,NA,10,2.5,3,2,11,7,19,4,18,72,0.125,,
1,NA,11,3.5,5,2,11,7,18,4,18,72,0.125,,
1,NA,12,2,3,1,16,14,30,2,30,60,0.104,,
1,NA,13,4.5,4,5,10,7,17,3,17,51,0.089,,
1,NA,14,1,1,1,13,11,24,2,24,48,0.083,,
1,NA,15,3.5,3,4,12,10,24,2,22,44,0.076,,
1,NA,16,1.5,2,1,12,10,22,2,22,44,0.076,,
1,NA,17,2.5,3,2,8,5,15,3,13,39,0.068,,
1,NA,18,2.5,3,2,8,5,13,3,13,39,0.068,,
1,NA,19,2.5,2,3,8,5,13,3,13,39,0.068,,
1,NA,20,2.5,4,1,10,8,19,2,18,36,0.063,,
1,NA,21,2,3,1,10,8,18,2,18,36,0.063,,
1,NA,22,2,2,2,10,8,18,2,18,36,0.063,,
1,NA,23,1.5,1,2,9,7,16,2,16,32,0.056,,
1,NA,24,2.5,2,3,9,7,16,2,16,32,0.056,,
1,NA,25,3.5,3,4,15,14,29,1,29,29,0.050,,
1,NA,26,3.5,3,4,8,6,14,2,14,28,0.049,,
1,NA,27,2.5,2,3,8,6,14,2,14,28,0.049,,
1,NA,28,2.5,3,2,8,6,16,2,14,28,0.049,,
1,NA,29,3,4,2,6,3,10,3,9,27,0.047,,
1,NA,30,1.5,1,2,12,11,23,1,23,23,0.040,,
1,NA,31,1.5,1,2,11,10,21,1,21,21,0.036,,
1,NA,32,3,3,3,11,10,21,1,21,21,0.036,,
1,NA,33,3,2,4,6,4,10,2,10,20,0.035,,
1,NA,34,2,2,2,10,9,19,1,19,19,0.033,,
1,NA,35,3,4,2,5,3,9,2,8,16,0.028,,
1,NA,36,4,5,3,8,7,17,1,15,15,0.026,,
1,NA,37,3.5,4,3,7,6,14,1,13,13,0.023,,
1,NA,38,2.5,2,3,7,6,13,1,13,13,0.023,,
1,NA,39,3.5,5,2,7,6,13,1,13,13,0.023,,
1,NA,40,2.5,2,3,5,4,9,1,9,9,0.016,,
1,NA,41,3.5,4,3,4,3,7,1,7,7,0.012,,
1,NA,42,1,1,1,3,2,5,1,5,5,0.009,,
1,NA,43,3.5,3,4,1,0,1,1,1,1,0.002,,
1,NA,44,3.5,4,3,6,6,12,0,12,0,0.000,,
1,NA,45,3.5,3,4,11,11,34,0,22,0,0.000,,
1,NA,46,2,3,1,8,8,16,0,16,0,0.000,,
1,NA,47,2.5,2,3,5,5,11,0,10,0,0.000,,
1,NA,48,2.5,1,4,9,9,18,0,18,0,0.000,,
1,NA,49,1.5,2,1,4,4,8,0,8,0,0.000,,
1,NA,50,3.5,3,4,8,8,16,0,16,0,0.000,,
1,NA,51,2.5,2,3,11,11,22,0,22,0,0.000,,
1,NA,52,3,4,2,1,1,4,0,2,0,0.000,,
1,NA,53,3.5,4,3,9,9,18,0,18,0,0.000,,
1,NA,54,2,3,1,12,12,24,0,24,0,0.000,,
1,NA,55,3,3,3,1,1,2,0,2,0,0.000,,
1,NA,56,3,4,2,16,16,33,0,32,0,0.000,,
1,NA,57,2,2,2,11,11,22,0,22,0,0.000,,
1,NA,58,3,5,1,6,6,12,0,12,0,0.000,,
1,NA,59,3,5,1,0,1,1,-1,1,-1,-0.002,,
1,NA,60,2.5,2,3,1,2,3,-1,3,-3,-0.005,,
1,NA,61,3,2,4,3,4,7,-1,7,-7,-0.012,,
1,NA,62,3,4,2,3,4,7,-1,7,-7,-0.012,,
1,NA,63,4,5,3,3,4,7,-1,7,-7,-0.012,,
1,NA,64,3.5,5,2,3,4,8,-1,7,-7,-0.012,,
1,NA,65,1.5,1,2,1,3,4,-2,4,-8,-0.014,,
1,NA,66,2.5,3,2,1,3,5,-2,4,-8,-0.014,,
1,NA,67,3.5,2,5,4,5,9,-1,9,-9,-0.016,,
1,NA,68,3,4,2,4,5,9,-1,9,-9,-0.016,,
1,NA,69,2,3,1,4,5,9,-1,9,-9,-0.016,,
1,NA,70,3.5,3,4,5,6,12,-1,11,-11,-0.019,,
1,NA,71,5,5,5,5,6,13,-1,11,-11,-0.019,,
1,NA,72,3.5,3,4,6,7,14,-1,13,-13,-0.023,,
1,NA,73,3.5,5,2,7,8,16,-1,15,-15,-0.026,,
1,NA,74,4,5,3,3,5,9,-2,8,-16,-0.028,,
1,NA,75,1.5,2,1,9,10,20,-1,19,-19,-0.033,,
1,NA,76,2.5,4,1,4,6,10,-2,10,-20,-0.035,,
1,NA,77,3.5,5,2,4,6,10,-2,10,-20,-0.035,,
1,NA,78,4,5,3,10,11,21,-1,21,-21,-0.036,,
1,NA,79,4.5,4,5,10,11,21,-1,21,-21,-0.036,,
1,NA,80,3.5,3,4,11,12,25,-1,23,-23,-0.040,,
1,NA,81,2.5,2,3,13,14,28,-1,27,-27,-0.047,,
1,NA,82,2,2,2,6,8,14,-2,14,-28,-0.049,,
1,NA,83,3,4,2,2,6,9,-4,8,-32,-0.056,,
1,NA,84,2.5,2,3,8,10,18,-2,18,-36,-0.063,,
1,NA,85,3,3,3,8,10,18,-2,18,-36,-0.063,,
1,NA,86,2,2,2,8,10,18,-2,18,-36,-0.063,,
1,NA,87,1.5,2,1,9,11,21,-2,20,-40,-0.069,,
1,NA,88,2,2,2,10,12,22,-2,22,-44,-0.076,,
1,NA,89,3,5,1,6,9,15,-3,15,-45,-0.078,,
1,NA,90,3,4,2,10,12,26,-2,22,-44,-0.076,,
1,NA,91,1.5,2,1,3,8,12,-5,11,-55,-0.095,,
1,NA,92,4.5,4,5,13,15,29,-2,28,-56,-0.097,,
1,NA,93,3.5,3,4,8,11,19,-3,19,-57,-0.099,,
1,NA,94,2.5,3,2,8,11,19,-3,19,-57,-0.099,,
1,NA,95,2.5,3,2,8,11,20,-3,19,-57,-0.099,,
1,NA,96,3,3,3,7,11,18,-4,18,-72,-0.125,,
1,NA,97,3.5,3,4,5,10,15,-5,15,-75,-0.130,,
1,NA,98,2,2,2,8,12,20,-4,20,-80,-0.139,,
1,NA,99,2.5,4,1,8,12,20,-4,20,-80,-0.139,,
1,NA,100,2,3,1,6,11,17,-5,17,-85,-0.148,,
1,NA,101,1,1,1,6,11,22,-5,17,-85,-0.148,,
1,NA,102,3,4,2,6,11,18,-5,17,-85,-0.148,,
1,NA,103,2.5,4,1,10,14,25,-4,24,-96,-0.167,,
1,NA,104,2.5,3,2,11,15,26,-4,26,-104,-0.181,,
1,NA,105,2,2,2,11,15,27,-4,26,-104,-0.181,,
1,NA,106,4,5,3,12,16,28,-4,28,-112,-0.194,,
1,NA,107,2,3,1,13,17,30,-4,30,-120,-0.208,,
1,NA,108,3.5,3,4,5,12,18,-7,17,-119,-0.207,,
1,NA,109,4,4,4,5,13,18,-8,18,-144,-0.250,,
1,NA,110,4.5,4,5,9,15,24,-6,24,-144,-0.250,,
1,NA,111,2.5,3,2,9,15,24,-6,24,-144,-0.250,,
1,NA,112,3.5,3,4,13,20,33,-7,33,-231,-0.401,,
2,NA,1,1,1,1,16,10,26,6,26,156,0.271,,
2,NA,2,4,4,4,17,12,31,5,29,145,0.252,,
2,NA,3,2.5,2,3,12,4,17,8,16,128,0.222,,
2,NA,4,3.5,4,3,14,8,23,6,22,132,0.229,,
2,NA,5,2,3,1,14,9,23,5,23,115,0.200,,
2,NA,6,1.5,2,1,14,9,23,5,23,115,0.200,,
2,NA,7,1.5,2,1,15,11,28,4,26,104,0.181,,
2,NA,8,2.5,4,1,15,11,26,4,26,104,0.181,,
2,NA,9,3,5,1,15,11,27,4,26,104,0.181,,
2,NA,10,2.5,4,1,11,5,17,6,16,96,0.167,,
2,NA,11,3,2,4,12,7,20,5,19,95,0.165,,
2,NA,12,2.5,2,3,12,7,19,5,19,95,0.165,,
2,NA,13,3,4,2,17,14,31,3,31,93,0.161,,
2,NA,14,3.5,4,3,17,14,31,3,31,93,0.161,,
2,NA,15,3.5,3,4,13,9,22,4,22,88,0.153,,
2,NA,16,3,4,2,11,7,20,4,18,72,0.125,,
2,NA,17,2.5,2,3,10,5,15,5,15,75,0.130,,
2,NA,18,4,3,5,11,7,18,4,18,72,0.125,,
2,NA,19,2,2,2,10,6,17,4,16,64,0.111,,
2,NA,20,1.5,1,2,9,4,14,5,13,65,0.113,,
2,NA,21,3.5,4,3,9,4,13,5,13,65,0.113,,
2,NA,22,1.5,1,2,10,6,16,4,16,64,0.111,,
2,NA,23,2,1,3,9,5,15,4,14,56,0.097,,
2,NA,24,3,5,1,13,11,24,2,24,48,0.083,,
2,NA,25,2,2,2,8,4,12,4,12,48,0.083,,
2,NA,26,5,5,5,8,4,12,4,12,48,0.083,,
2,NA,27,3,3,3,13,11,24,2,24,48,0.083,,
2,NA,28,4,4,4,9,6,15,3,15,45,0.078,,
2,NA,29,3.5,5,2,9,6,15,3,15,45,0.078,,
2,NA,30,3.5,4,3,9,6,15,3,15,45,0.078,,
2,NA,31,3,3,3,7,3,11,4,10,40,0.069,,
2,NA,32,2.5,3,2,8,5,14,3,13,39,0.068,,
2,NA,33,2,2,2,11,9,20,2,20,40,0.069,,
2,NA,34,2.5,4,1,8,5,13,3,13,39,0.068,,
2,NA,35,3,3,3,8,5,14,3,13,39,0.068,,
2,NA,36,2,2,2,10,8,18,2,18,36,0.063,,
2,NA,37,2,3,1,7,4,14,3,11,33,0.057,,
2,NA,38,2,2,2,14,13,28,1,27,27,0.047,,
2,NA,39,2,2,2,7,5,13,2,12,24,0.042,,
2,NA,40,3,3,3,12,11,26,1,23,23,0.040,,
2,NA,41,3,3,3,13,12,26,1,25,25,0.043,,
2,NA,42,3.5,4,3,13,12,25,1,25,25,0.043,,
2,NA,43,3.5,5,2,13,12,25,1,25,25,0.043,,
2,NA,44,1.5,1,2,7,5,13,2,12,24,0.042,,
2,NA,45,2.5,3,2,7,5,13,2,12,24,0.042,,
2,NA,46,2.5,4,1,5,1,6,4,6,24,0.042,,
2,NA,47,2.5,4,1,11,10,21,1,21,21,0.036,,
2,NA,48,3.5,3,4,5,2,7,3,7,21,0.036,,
2,NA,49,1.5,1,2,10,9,22,1,19,19,0.033,,
2,NA,50,2,2,2,10,9,20,1,19,19,0.033,,
2,NA,51,3.5,4,3,5,3,9,2,8,16,0.028,,
2,NA,52,4.5,4,5,7,6,21,1,13,13,0.023,,
2,NA,53,3,3,3,8,7,15,1,15,15,0.026,,
2,NA,54,3.5,3,4,4,1,5,3,5,15,0.026,,
2,NA,55,2.5,2,3,7,6,15,1,13,13,0.023,,
2,NA,56,2,3,1,4,2,7,2,6,12,0.021,,
2,NA,57,2.5,4,1,6,5,12,1,11,11,0.019,,
2,NA,58,1,1,1,6,5,11,1,11,11,0.019,,
2,NA,59,2,3,1,3,0,3,3,3,9,0.016,,
2,NA,60,3.5,4,3,3,1,4,2,4,8,0.014,,
2,NA,61,2,2,2,3,1,4,2,4,8,0.014,,
2,NA,62,1.5,1,2,2,0,2,2,2,4,0.007,,
2,NA,63,2,3,1,2,0,2,2,2,4,0.007,,
2,NA,64,3.5,4,3,2,1,4,1,3,3,0.005,,
2,NA,65,3,4,2,1,0,1,1,1,1,0.002,,
2,NA,66,1.5,1,2,11,11,22,0,22,0,0.000,,
2,NA,67,2.5,2,3,8,8,16,0,16,0,0.000,,
2,NA,68,3.5,4,3,17,17,34,0,34,0,0.000,,
2,NA,69,3.5,4,3,0,0,9,0,0,0,0.000,,
2,NA,70,3.5,3,4,11,11,23,0,22,0,0.000,,
2,NA,71,4,5,3,17,17,34,0,34,0,0.000,,
2,NA,72,3,3,3,9,9,18,0,18,0,0.000,,
2,NA,73,2,3,1,14,14,29,0,28,0,0.000,,
2,NA,74,3,5,1,6,6,14,0,12,0,0.000,,
2,NA,75,3.5,5,2,5,5,10,0,10,0,0.000,,
2,NA,76,2.5,4,1,0,0,0,0,0,0,0.000,,
2,NA,77,2.5,4,1,21,21,42,0,42,0,0.000,,
2,NA,78,2.5,3,2,4,4,8,0,8,0,0.000,,
2,NA,79,2.5,3,2,9,9,21,0,18,0,0.000,,
2,NA,80,2.5,1,4,5,5,10,0,10,0,0.000,,
2,NA,81,3.5,5,2,5,5,11,0,10,0,0.000,,
2,NA,82,4,5,3,9,9,20,0,18,0,0.000,,
2,NA,83,2,2,2,0,1,3,-1,1,-1,-0.002,,
2,NA,84,3,5,1,0,2,2,-2,2,-4,-0.007,,
2,NA,85,3.5,3,4,2,3,5,-1,5,-5,-0.009,,
2,NA,86,1.5,2,1,3,4,7,-1,7,-7,-0.012,,
2,NA,87,1.5,2,1,3,4,8,-1,7,-7,-0.012,,
2,NA,88,3.5,4,3,4,5,9,-1,9,-9,-0.016,,
2,NA,89,1.5,2,1,4,5,9,-1,9,-9,-0.016,,
2,NA,90,3.5,4,3,5,6,12,-1,11,-11,-0.019,,
2,NA,91,3,5,1,5,6,11,-1,11,-11,-0.019,,
2,NA,92,4.5,4,5,2,4,6,-2,6,-12,-0.021,,
2,NA,93,4.5,5,4,1,4,5,-3,5,-15,-0.026,,
2,NA,94,1.5,2,1,7,8,16,-1,15,-15,-0.026,,
2,NA,95,1.5,2,1,7,8,15,-1,15,-15,-0.026,,
2,NA,96,4,4,4,3,5,8,-2,8,-16,-0.028,,
2,NA,97,2.5,3,2,3,5,8,-2,8,-16,-0.028,,
2,NA,98,2.5,3,2,3,5,10,-2,8,-16,-0.028,,
2,NA,99,2,3,1,8,9,18,-1,17,-17,-0.030,,
2,NA,100,3.5,4,3,8,9,19,-1,17,-17,-0.030,,
2,NA,101,3,4,2,9,10,21,-1,19,-19,-0.033,,
2,NA,102,2,2,2,9,10,19,-1,19,-19,-0.033,,
2,NA,103,2.5,3,2,9,10,19,-1,19,-19,-0.033,,
2,NA,104,5,5,5,4,6,10,-2,10,-20,-0.035,,
2,NA,105,3,4,2,9,10,20,-1,19,-19,-0.033,,
2,NA,106,2,3,1,4,6,10,-2,10,-20,-0.035,,
2,NA,107,2,1,3,10,11,23,-1,21,-21,-0.036,,
2,NA,108,2.5,3,2,11,12,23,-1,23,-23,-0.040,,
2,NA,109,2.5,4,1,11,12,24,-1,23,-23,-0.040,,
2,NA,110,4,4,4,10,11,23,-1,21,-21,-0.036,,
2,NA,111,2,2,2,11,12,23,-1,23,-23,-0.040,,
2,NA,112,2.5,3,2,11,12,23,-1,23,-23,-0.040,,
2,NA,113,5,5,5,5,7,12,-2,12,-24,-0.042,,
2,NA,114,4,3,5,5,7,14,-2,12,-24,-0.042,,
2,NA,115,4,4,4,5,7,12,-2,12,-24,-0.042,,
2,NA,116,1,1,1,5,7,12,-2,12,-24,-0.042,,
2,NA,117,2.5,3,2,6,8,14,-2,14,-28,-0.049,,
2,NA,118,4,3,5,6,8,15,-2,14,-28,-0.049,,
2,NA,119,2,3,1,6,8,14,-2,14,-28,-0.049,,
2,NA,120,3.5,5,2,14,15,29,-1,29,-29,-0.050,,
2,NA,121,3,5,1,15,16,31,-1,31,-31,-0.054,,
2,NA,122,1.5,2,1,2,6,9,-4,8,-32,-0.056,,
2,NA,123,3,5,1,7,9,16,-2,16,-32,-0.056,,
2,NA,124,3,5,1,6,8,16,-2,14,-28,-0.049,,
2,NA,125,3.5,4,3,2,6,8,-4,8,-32,-0.056,,
2,NA,126,4.5,5,4,7,9,17,-2,16,-32,-0.056,,
2,NA,127,3,3,3,8,10,19,-2,18,-36,-0.063,,
2,NA,128,2,2,2,9,11,20,-2,20,-40,-0.069,,
2,NA,129,3,5,1,3,7,11,-4,10,-40,-0.069,,
2,NA,130,2.5,3,2,9,11,20,-2,20,-40,-0.069,,
2,NA,131,2.5,4,1,3,7,10,-4,10,-40,-0.069,,
2,NA,132,3,3,3,6,9,15,-3,15,-45,-0.078,,
2,NA,133,4.5,4,5,4,8,12,-4,12,-48,-0.083,,
2,NA,134,1,1,1,11,13,24,-2,24,-48,-0.083,,
2,NA,135,1,1,1,6,9,18,-3,15,-45,-0.078,,
2,NA,136,3,2,4,12,14,27,-2,26,-52,-0.090,,
2,NA,137,2,3,1,3,8,14,-5,11,-55,-0.095,,
2,NA,138,3,2,4,13,15,29,-2,28,-56,-0.097,,
2,NA,139,3.5,5,2,8,11,20,-3,19,-57,-0.099,,
2,NA,140,2,2,2,8,11,20,-3,19,-57,-0.099,,
2,NA,141,3,4,2,9,12,21,-3,21,-63,-0.109,,
2,NA,142,2.5,3,2,6,10,17,-4,16,-64,-0.111,,
2,NA,143,3,4,2,10,13,23,-3,23,-69,-0.120,,
2,NA,144,3,4,2,4,9,14,-5,13,-65,-0.113,,
2,NA,145,4,5,3,10,13,25,-3,23,-69,-0.120,,
2,NA,146,2.5,1,4,11,14,25,-3,25,-75,-0.130,,
2,NA,147,2.5,4,1,8,12,20,-4,20,-80,-0.139,,
2,NA,148,2,2,2,8,12,24,-4,20,-80,-0.139,,
2,NA,149,1.5,1,2,8,12,22,-4,20,-80,-0.139,,
2,NA,150,3,3,3,9,13,22,-4,22,-88,-0.153,,
2,NA,151,3,5,1,14,17,31,-3,31,-93,-0.161,,
2,NA,152,1.5,2,1,14,17,32,-3,31,-93,-0.161,,
2,NA,153,2,1,3,16,19,36,-3,35,-105,-0.182,,
2,NA,154,3,3,3,4,11,16,-7,15,-105,-0.182,,
2,NA,155,4,5,3,11,16,31,-5,27,-135,-0.234,,
2,NA,156,4.5,5,4,8,14,27,-6,22,-132,-0.229,,
2,NA,157,2.5,2,3,14,19,33,-5,33,-165,-0.286,,
2,NA,158,2.5,4,1,8,15,25,-7,23,-161,-0.280,,
3,NA,1,4,4.00,4.0,16,10,26,6,26,156,0.271,,
3,NA,2,3.5,3.00,4.0,13,4,17,9,17,153,0.266,,
3,NA,3,2.5,1.00,4.0,17,12,30,5,29,145,0.252,,
3,NA,4,5,5.00,5.0,16,11,27,5,27,135,0.234,,
3,NA,5,5,5.00,5.0,14,8,22,6,22,132,0.229,,
3,NA,6,3,2.00,4.0,13,7,20,6,20,120,0.208,,
3,NA,7,3,2.00,4.0,13,7,20,6,20,120,0.208,,
3,NA,8,4,4.00,4.0,13,7,26,6,20,120,0.208,,
3,NA,9,3.5,4.00,3.0,14,10,25,4,24,96,0.167,,
3,NA,10,2.5,3.00,2.0,12,7,21,5,19,95,0.165,,
3,NA,11,3,3.00,3.0,11,6,18,5,17,85,0.148,,
3,NA,12,3.5,4.00,3.0,11,6,18,5,17,85,0.148,,
3,NA,13,3.5,4.00,3.0,10,4,14,6,14,84,0.146,,
3,NA,14,3.5,2.00,5.0,15,12,27,3,27,81,0.141,,
3,NA,15,4.5,5.00,4.0,9,4,13,5,13,65,0.113,,
3,NA,16,3.5,4.00,3.0,10,6,16,4,16,64,0.111,,
3,NA,17,3.5,4.00,3.0,12,9,21,3,21,63,0.109,,
3,NA,18,1.5,1.00,2.0,12,9,23,3,21,63,0.109,,
3,NA,19,4,4.00,4.0,12,9,21,3,21,63,0.109,,
3,NA,20,4,3.00,5.0,12,9,21,3,21,63,0.109,,
3,NA,21,4.5,4.00,5.0,11,8,19,3,19,57,0.099,,
3,NA,22,3,4.00,2.0,11,8,19,3,19,57,0.099,,
3,NA,23,4.5,4.00,5.0,9,5,14,4,14,56,0.097,,
3,NA,24,3,2.00,4.0,8,3,12,5,11,55,0.095,,
3,NA,25,3.5,4.00,3.0,8,3,12,5,11,55,0.095,,
3,NA,26,4,4.00,4.0,10,7,18,3,17,51,0.089,,
3,NA,27,3,2.00,4.0,13,11,24,2,24,48,0.083,,
3,NA,28,2.5,3.00,2.0,13,11,24,2,24,48,0.083,,
3,NA,29,3,3.00,3.0,13,11,24,2,24,48,0.083,,
3,NA,30,4,4.00,4.0,9,6,15,3,15,45,0.078,,
3,NA,31,4.5,5.00,4.0,12,10,22,2,22,44,0.076,,
3,NA,32,4,4.00,4.0,12,10,22,2,22,44,0.076,,
3,NA,33,2.5,3.00,2.0,12,10,22,2,22,44,0.076,,
3,NA,34,5,5.00,5.0,7,3,11,4,10,40,0.069,,
3,NA,35,4,4.00,4.0,11,9,20,2,20,40,0.069,,
3,NA,36,3.5,4.00,3.0,10,8,18,2,18,36,0.063,,
3,NA,37,3.5,3.00,4.0,10,8,18,2,18,36,0.063,,
3,NA,38,3,4.00,2.0,10,8,18,2,18,36,0.063,,
3,NA,39,2.5,2.00,3.0,7,4,11,3,11,33,0.057,,
3,NA,40,4,4.00,4.0,7,4,13,3,11,33,0.057,,
3,NA,41,3.5,4.00,3.0,9,7,16,2,16,32,0.056,,
3,NA,42,2.5,2.00,3.0,6,2,9,4,8,32,0.056,,
3,NA,43,3,3.00,3.0,9,7,17,2,16,32,0.056,,
3,NA,44,4,5.00,3.0,8,6,14,2,14,28,0.049,,
3,NA,45,3,2.00,4.0,7,5,12,2,12,24,0.042,,
3,NA,46,3,4.00,2.0,10,9,19,1,19,19,0.033,,
3,NA,47,4.5,4.00,5.0,10,9,19,1,19,19,0.033,,
3,NA,48,3.5,3.00,4.0,10,9,19,1,19,19,0.033,,
3,NA,49,5,5.00,5.0,9,8,18,1,17,17,0.030,,
3,NA,50,3,1.00,5.0,8,7,15,1,15,15,0.026,,
3,NA,51,3,4.00,2.0,5,4,11,1,9,9,0.016,,
3,NA,52,3,3.00,3.0,3,1,5,2,4,8,0.014,,
3,NA,53,4.5,4.00,5.0,4,3,8,1,7,7,0.012,,
3,NA,54,3.5,4.00,3.0,3,2,6,1,5,5,0.009,,
3,NA,55,3.5,3.00,4.0,2,1,3,1,3,3,0.005,,
3,NA,56,3.5,3.00,4.0,13,13,27,0,26,0,0.000,,
3,NA,57,4,3.00,5.0,16,16,33,0,32,0,0.000,,
3,NA,58,4,3.00,5.0,10,10,21,0,20,0,0.000,,
3,NA,59,3.5,3.00,4.0,5,5,10,0,10,0,0.000,,
3,NA,60,2.5,3.00,2.0,5,5,10,0,10,0,0.000,,
3,NA,61,4,3.00,5.0,9,9,20,0,18,0,0.000,,
3,NA,62,3.5,3.00,4.0,0,0,0,0,0,0,0.000,,
3,NA,63,4,4.00,4.0,5,5,10,0,10,0,0.000,,
3,NA,64,2.5,3.00,2.0,6,6,12,0,12,0,0.000,,
3,NA,65,4,4.00,4.0,8,8,16,0,16,0,0.000,,
3,NA,66,4,4.00,4.0,7,7,15,0,14,0,0.000,,
3,NA,67,4,4.00,4.0,11,11,22,0,22,0,0.000,,
3,NA,68,3,1.00,5.0,12,12,25,0,24,0,0.000,,
3,NA,69,2.5,3.00,2.0,7,7,14,0,14,0,0.000,,
3,NA,70,4,4.00,4.0,4,4,8,0,8,0,0.000,,
3,NA,71,4,5.00,3.0,4,4,8,0,8,0,0.000,,
3,NA,72,3,4.00,2.0,6,6,13,0,12,0,0.000,,
3,NA,73,4,4.00,4.0,3,3,6,0,6,0,0.000,,
3,NA,74,3,3.00,3.0,2,2,4,0,4,0,0.000,,
3,NA,75,3.5,3.00,4.0,13,13,28,0,26,0,0.000,,
3,NA,76,5,5.00,5.0,4,5,9,-1,9,-9,-0.016,,
3,NA,77,5,5.00,5.0,5,6,12,-1,11,-11,-0.019,,
3,NA,78,1.5,2.00,1.0,6,7,13,-1,13,-13,-0.023,,
3,NA,79,4.5,4.00,5.0,6,7,13,-1,13,-13,-0.023,,
3,NA,80,4,4.00,4.0,6,7,13,-1,13,-13,-0.023,,
3,NA,81,3.5,4.00,3.0,7,8,15,-1,15,-15,-0.026,,
3,NA,82,4.5,4.00,5.0,7,8,15,-1,15,-15,-0.026,,
3,NA,83,2.5,4.00,1.0,7,8,15,-1,15,-15,-0.026,,
3,NA,84,4,3.00,5.0,3,5,10,-2,8,-16,-0.028,,
3,NA,85,3.5,4.00,3.0,8,9,17,-1,17,-17,-0.030,,
3,NA,86,3.5,4.00,3.0,8,9,18,-1,17,-17,-0.030,,
3,NA,87,4,4.00,4.0,11,12,23,-1,23,-23,-0.040,,
3,NA,88,2.5,2.00,3.0,11,12,24,-1,23,-23,-0.040,,
3,NA,89,5,5.00,5.0,13,14,29,-1,27,-27,-0.047,,
3,NA,90,3.5,3.00,4.0,6,8,14,-2,14,-28,-0.049,,
3,NA,91,4.5,5.00,4.0,6,8,16,-2,14,-28,-0.049,,
3,NA,92,4,4.00,4.0,6,8,14,-2,14,-28,-0.049,,
3,NA,93,4,3.00,5.0,7,9,17,-2,16,-32,-0.056,,
3,NA,94,3,2.00,4.0,7,9,16,-2,16,-32,-0.056,,
3,NA,95,4,4.00,4.0,4,7,11,-3,11,-33,-0.057,,
3,NA,96,4,3.00,5.0,4,7,12,-3,11,-33,-0.057,,
3,NA,97,3.5,3.00,4.0,4,7,12,-3,11,-33,-0.057,,
3,NA,98,3,3.00,3.0,1,6,7,-5,7,-35,-0.061,,
3,NA,99,4,3.00,5.0,8,10,18,-2,18,-36,-0.063,,
3,NA,100,2.5,3.00,2.0,8,10,18,-2,18,-36,-0.063,,
3,NA,101,3.5,3.00,4.0,5,8,13,-3,13,-39,-0.068,,
3,NA,102,4,4.00,4.0,9,11,20,-2,20,-40,-0.069,,
3,NA,103,3,2.00,4.0,10,12,24,-2,22,-44,-0.076,,
3,NA,104,4,5.00,3.0,1,7,8,-6,8,-48,-0.083,,
3,NA,105,1,1.00,1.0,4,8,16,-4,12,-48,-0.083,,
3,NA,106,3,4.00,2.0,7,10,17,-3,17,-51,-0.089,,
3,NA,107,4,4.00,4.0,13,15,31,-2,28,-56,-0.097,,
3,NA,108,4.5,4.00,5.0,5,9,14,-4,14,-56,-0.097,,
3,NA,109,4,4.00,4.0,13,15,28,-2,28,-56,-0.097,,
3,NA,110,4,4.00,4.0,8,11,19,-3,19,-57,-0.099,,
3,NA,111,2.5,3.00,2.0,8,11,19,-3,19,-57,-0.099,,
3,NA,112,5,5.00,5.0,9,12,21,-3,21,-63,-0.109,,
3,NA,113,4,4.00,4.0,6,10,16,-4,16,-64,-0.111,,
3,NA,114,3,3.00,3.0,6,10,16,-4,16,-64,-0.111,,
3,NA,115,3,4.00,2.0,6,10,16,-4,16,-64,-0.111,,
3,NA,116,4.5,5.00,4.0,11,14,25,-3,25,-75,-0.130,,
3,NA,117,4.5,4.00,5.0,11,14,25,-3,25,-75,-0.130,,
3,NA,118,3,2.00,4.0,5,10,15,-5,15,-75,-0.130,,
3,NA,119,3,2.00,4.0,5,10,15,-5,15,-75,-0.130,,
3,NA,120,3.5,5.00,2.0,10,14,24,-4,24,-96,-0.167,,
3,NA,121,4.5,5.00,4.0,10,14,24,-4,24,-96,-0.167,,
3,NA,122,3.5,3.00,4.0,7,13,20,-6,20,-120,-0.208,,
3,NA,123,3.5,3.00,4.0,7,14,22,-7,21,-147,-0.255,,
3,NA,124,3.5,3.00,4.0,9,16,26,-7,25,-175,-0.304,,
4,NA,1,4.5,4,5,16,8,26,8,24,192,0.333,,
4,NA,2,2.5,1,4,15,7,22,8,22,176,0.306,,
4,NA,3,3,3,3,16,9,25,7,25,175,0.304,,
4,NA,4,3.5,2,5,13,7,20,6,20,120,0.208,,
4,NA,5,2.5,2,3,17,13,32,4,30,120,0.208,,
4,NA,6,3,2,4,12,6,21,6,18,108,0.188,,
4,NA,7,3,2,4,11,5,16,6,16,96,0.167,,
4,NA,8,2.5,3,2,12,8,20,4,20,80,0.139,,
